,iyear,extended,vicinity,latitude,longitude,crit1,crit2,crit3,suicide,individual,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,dayn,attacktype1_1,attacktype1_2,attacktype1_3,attacktype1_4,attacktype1_5,attacktype1_6,attacktype1_7,attacktype1_8,attacktype1_9,targtype1_1,targtype1_2,targtype1_3,targtype1_4,targtype1_5,targtype1_6,targtype1_7,targtype1_8,targtype1_9,targtype1_10,targtype1_11,targtype1_12,targtype1_13,targtype1_14,targtype1_15,targtype1_16,targtype1_17,targtype1_18,targtype1_19,targtype1_20,targtype1_21,targtype1_22,claimmode_1,claimmode_2,claimmode_3,claimmode_4,claimmode_5,claimmode_6,claimmode_7,claimmode_8,claimmode_9,claimmode_10
495,0.021739130434788482,False,False,0.010157343110148376,0.3490002136937619,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.12602739726027398,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2453,0.6956521739130466,False,False,0.1663753181930267,0.2951283959979171,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.4191780821917808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1144,0.13043478260869534,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4821917808219178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
230,0.0,False,False,0.5198362739346418,0.2843109022632214,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3589041095890411,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1246,0.15217391304348382,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.015,0.1,False,0.0,0.0,0.0001357588922074396,0.0,0.4493150684931507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1890,0.3695652173913047,False,False,0.5053739243030753,0.2824550246345252,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.1808219178082192,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,0.0,False,False,0.4508864260242628,0.2404850818370264,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2876712328767124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1322,0.1739130434782652,False,False,0.4509565536189359,0.2787468721743766,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.08493150684931508,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1288,0.15217391304348382,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7753424657534247,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1442,0.19565217391304654,False,False,0.4690718532839406,0.3142793155744794,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7205479452054795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2746,1.0,False,False,0.4881446389000647,0.2324256624070519,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.7561643835616438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.0,False,False,0.5356510386031179,0.2602209201066069,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.0054794520547945215,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2403,0.6739130434782652,False,False,0.6248772553744895,0.13459822097292484,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.4410958904109589,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2317,0.6304347826086953,False,False,0.5564945299836109,0.1321397679043812,True,True,True,False,False,0.03,0.4,True,0.0,0.0,0.0,0.0,0.3506849315068493,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1402,0.19565217391304654,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.0904109589041096,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1720,0.2826086956521792,False,False,0.44641639457287946,0.3071740901537456,True,True,True,False,False,0.015,0.1,False,0.0,0.0,0.0,0.0,0.6520547945205479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446,0.0,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8684931506849315,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1839,0.3478260869565233,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.013698630136986304,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2592,0.8913043478260931,False,False,0.44641639457287946,0.3071740901537456,True,True,True,False,True,0.01,0.0,False,0.0,0.0,0.0,0.0,0.8602739726027397,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1542,0.2391304347826093,False,True,0.010669507100936336,0.3486948272219105,True,True,False,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.030136986301369868,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2575,0.8695652173913047,False,False,0.6021076339743214,0.12931716248447211,True,True,True,False,False,0.01,0.0,True,0.0,0.0,0.0,0.0,0.5671232876712329,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2082,0.5217391304347885,False,False,0.6106815911501065,0.17420029748996124,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
934,0.10869565217391396,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0028922631959508315,0.0,0.007195221286994298,0.0,0.06301369863013699,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,0.4347826086956559,False,False,0.3366530119471222,0.151980653556465,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5698630136986301,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,0.0,False,False,0.5349866719167422,0.2658449702132468,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3041095890410959,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,0.0,False,False,0.4867966188386656,0.3188060706935935,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0001357588922074396,0.0,0.2164383561643836,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2196,0.5434782608695699,False,False,0.506691670237051,0.2818165922410972,True,False,True,False,False,0.015,0.30000000000000004,False,0.0,0.0,0.0,0.0,0.9643835616438357,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,0.0,False,False,0.5284942690159389,0.2788540515919577,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3123287671232877,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2360,0.6521739130434838,False,False,0.4323802295568248,0.1338275187954569,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.03835616438356164,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
285,0.0,False,False,0.4246445179528988,0.13524852967583245,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.46301369863013697,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2387,0.6521739130434838,False,False,0.44843306962200175,0.2401357435190533,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1466,0.19565217391304654,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0002715177844148792,0.0,0.9315068493150686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1651,0.2608695652173978,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4383561643835617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1811,0.3260869565217419,False,False,0.4896427921782919,0.3180466139560455,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0005430355688297583,0.0,0.6191780821917808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2361,0.6521739130434838,False,False,0.4523095020266597,0.27106142537855,True,True,True,False,False,0.01,0.0,True,0.0,0.0,0.0,0.0,0.05205479452054794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
971,0.10869565217391396,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0002715177844148792,0.0,0.2493150684931507,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1640,0.2608695652173978,False,False,0.2129314004487056,0.2865480379293525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3753424657534247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0.0,False,False,0.4645433217216373,0.200913233852982,True,True,True,False,False,0.015,0.1,False,0.0,0.0,0.0,0.0,0.09863013698630137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2208,0.5652173913043512,False,False,0.2040558967493097,0.22186193785289526,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3835616438356165,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79,0.0,False,False,0.4704098886436948,0.1998556266414224,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.16164383561643836,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2227,0.5652173913043512,False,False,0.5729345332555209,0.24532453163379306,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8657534246575342,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1038,0.10869565217391396,False,False,0.5346800903726441,0.2101711040238955,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7808219178082192,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1648,0.2608695652173978,False,False,0.21333825570590487,0.2852540142505605,True,True,True,False,False,0.01,0.2,False,0.0,0.0,0.0,0.0,0.4054794520547945,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1374,0.1739130434782652,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.015,0.1,False,0.0,0.0,0.0,0.0,0.673972602739726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
916,0.0869565217391326,False,False,0.1663753181930267,0.2951283959979171,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.9342465753424658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545,0.021739130434788482,False,False,0.40046221061379744,0.14467867284153185,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2657534246575343,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,0.0,False,False,0.4702519042084792,0.1998731237706524,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.16164383561643836,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2412,0.6739130434782652,False,True,0.4704840911913895,0.3000473999663109,True,True,True,True,False,0.02,0.0,True,0.03181489515545915,0.8,0.0006787944610371978,0.0,0.6931506849315069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1205,0.15217391304348382,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.1589041095890411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1058,0.10869565217391396,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.904109589041096,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
541,0.021739130434788482,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2575342465753425,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,0.0,False,False,0.5876833883537329,0.13370901792957512,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3424657534246576,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1517,0.21739130434782794,False,False,0.4246445179528988,0.13524852967583245,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0001357588922074396,0.0,0.6356164383561644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2181,0.5434782608695699,False,False,0.522215641137534,0.1312425079726806,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6547945205479452,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
345,0.0,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5671232876712329,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1878,0.3478260869565233,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.9013698630136988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2464,0.7173913043478279,False,False,0.4642946002434816,0.1368948369973484,True,True,True,False,False,0.01,0.0,True,0.0,0.0,0.0,0.0,0.16712328767123288,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
686,0.021739130434788482,False,False,0.5876833883537329,0.13370901792957512,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7287671232876712,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1807,0.3260869565217419,False,False,0.6259903362595762,0.1354085197163023,True,True,True,False,True,0.005,0.1,False,0.0,0.0,0.0,0.0,0.4465753424657534,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1311,0.15217391304348382,False,False,0.1663753181930267,0.2951283959979171,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.9753424657534246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2271,0.5869565217391326,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.9534246575342464,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2740,1.0,False,False,0.4859500100124369,0.3187206220720456,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.003937007874015748,0.0,0.7123287671232877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
593,0.021739130434788482,False,False,0.3862228099826364,0.2966745014711973,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3506849315068493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.0,False,False,0.0092516367976877,0.34891018556727865,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.021917808219178082,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,0.0,False,False,0.5135977342066447,0.2660230844520871,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5178082191780822,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
667,0.021739130434788482,False,False,0.3432223695890225,0.15054605237762594,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6520547945205479,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1678,0.2608695652173978,False,False,0.0092516367976877,0.34891018556727865,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.9013698630136988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2536,0.8043478260869605,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.8164383561643835,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2277,0.608695652173914,False,False,0.31639349760386354,0.1543679817827978,True,True,True,False,False,0.005,0.0,False,0.0,0.0,0.0,0.0,0.24657534246575344,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
487,0.021739130434788482,False,False,0.4232615941054076,0.1352390856345343,True,True,False,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.09315068493150684,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1916,0.3695652173913047,False,False,0.4136703921124612,0.1364505148064724,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.8986301369863013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
557,0.021739130434788482,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3041095890410959,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290,0.0,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.473972602739726,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1758,0.3043478260869605,False,False,0.6323108444143251,0.1350246849947626,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.4602739726027397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
765,0.04347826086956985,False,False,0.4881134473748406,0.3192105188879705,True,False,True,False,False,0.03,0.1,False,0.0,0.0,0.0,0.0,0.7452054794520548,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2515,0.7608695652173978,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.3397260273972603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2039,0.4565217391304373,False,False,0.5674576683852728,0.13141426791089705,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.4383561643835617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1954,0.4130434782608745,False,True,0.6235951386109138,0.14030734345962842,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2136986301369863,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2369,0.6521739130434838,False,False,0.17508778110188689,0.2953956414643488,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.28493150684931506,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,0.0,False,False,0.5365194729630707,0.2658698819600109,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.9726027397260274,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
460,0.0,False,False,0.4953053767661027,0.32177032153129803,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.9506849315068492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
619,0.021739130434788482,False,False,0.3428126554642581,0.15048250937138685,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4575342465753425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1567,0.2391304347826093,False,False,0.3432223695890225,0.15054605237762594,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4191780821917808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1645,0.2608695652173978,False,False,0.3432223695890225,0.15054605237762594,True,True,True,False,False,0.02,0.1,False,0.0,0.0,0.0,0.0,0.3972602739726028,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
745,0.04347826086956985,False,False,0.4133069745743839,0.1367107218968543,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0001357588922074396,0.0,0.35342465753424657,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
