,iyear,extended,vicinity,latitude,longitude,crit1,crit2,crit3,suicide,individual,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,dayn,attacktype1_1,attacktype1_2,attacktype1_3,attacktype1_4,attacktype1_5,attacktype1_6,attacktype1_7,attacktype1_8,attacktype1_9,targtype1_1,targtype1_2,targtype1_3,targtype1_4,targtype1_5,targtype1_6,targtype1_7,targtype1_8,targtype1_9,targtype1_10,targtype1_11,targtype1_12,targtype1_13,targtype1_14,targtype1_15,targtype1_16,targtype1_17,targtype1_18,targtype1_19,targtype1_20,targtype1_21,targtype1_22,claimmode_1,claimmode_2,claimmode_3,claimmode_4,claimmode_5,claimmode_6,claimmode_7,claimmode_8,claimmode_9,claimmode_10
2228,0.5652173913043512,False,False,0.4568723613345757,0.31407205972249064,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0001357588922074396,0.0,0.8767123287671234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,0.4347826086956559,False,False,0.4826246990028484,0.13478337738823415,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5232876712328768,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1451,0.19565217391304654,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7972602739726028,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2316,0.6304347826086953,False,False,0.3652119681754275,0.1946182957743685,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.3287671232876713,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1955,0.4130434782608745,False,False,0.1663753181930267,0.2951283959979171,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2301369863013699,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459,0.0,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.9506849315068492,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2461,0.6956521739130466,False,False,0.5155215173947372,0.2955703467273161,True,True,True,False,False,0.01,0.0,True,0.0,0.0,0.0,0.0,0.9013698630136988,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1357,0.1739130434782652,False,False,0.5137541398642498,0.26535031527269193,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.4767123287671233,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1320,0.1739130434782652,False,False,0.485809200117444,0.3187558177527143,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0001357588922074396,0.0,0.0821917808219178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140,0.0,False,False,0.2507124874012479,0.2373608789630423,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2575342465753425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1099,0.13043478260869534,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.13972602739726028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1634,0.2608695652173978,False,False,0.008350986840547192,0.3486777899433836,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.33424657534246577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1588,0.2391304347826093,False,False,0.1663753181930267,0.2951283959979171,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6931506849315069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
512,0.021739130434788482,False,False,0.32982601486704993,0.2425050387570724,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.17534246575342466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533,0.021739130434788482,False,False,0.4867966188386656,0.3188060706935935,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.2410958904109589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
415,0.0,False,False,0.5205852332321763,0.3296951453207841,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.7835616438356164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2285,0.608695652173914,True,True,0.3780724985772866,0.1973197856401008,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.4849315068493151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1549,0.2391304347826093,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1761,0.3043478260869605,False,False,0.3385790352926346,0.15018383443954852,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0001357588922074396,0.0,0.5068493150684932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2038,0.4565217391304373,False,False,0.1663753181930267,0.2951283959979171,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3452054794520548,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2599,0.9130434782608744,False,False,0.4878471673294759,0.318275995847647,True,True,True,False,True,0.01,0.2,False,0.0,0.0,0.0001357588922074396,0.0,0.027397260273972605,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1881,0.3478260869565233,False,False,0.5185590001780604,0.261331212527227,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.9397260273972604,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2607,0.9130434782608744,False,False,0.4072903811096613,0.2406501682394201,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.0,0.0,0.5972602739726027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1355,0.1739130434782652,False,False,0.5040266296259837,0.2436909329135249,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.452054794520548,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1095,0.13043478260869534,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.08493150684931508,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2436,0.6956521739130466,False,False,0.4523095020266597,0.27106142537855,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.0001357588922074396,0.0,0.33424657534246577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2283,0.608695652173914,False,False,0.6202708516732887,0.1328888875021582,True,True,True,False,False,0.015,0.30000000000000004,True,0.0,0.0,0.0,0.0,0.4684931506849315,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
764,0.04347826086956985,False,False,0.34399366645626245,0.1503222533015846,True,True,True,False,False,0.01,0.2,True,0.0,0.0,0.0,0.0,0.7041095890410959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1548,0.2391304347826093,False,False,0.34401775348223945,0.15023691869260766,True,True,True,False,False,0.005,0.1,True,0.0,0.0,0.0,0.0,0.14246575342465756,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2102,0.5217391304347885,False,False,0.44631228058991496,0.3066357037913729,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5753424657534246,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2028,0.4565217391304373,False,False,0.4692785878115892,0.2844816930945843,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.1452054794520548,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,0.0,False,False,0.391407302307281,0.3012597222367219,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3972602739726028,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1146,0.13043478260869534,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4821917808219178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2034,0.4565217391304373,False,False,0.4005532250095611,0.14469182989222554,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.24657534246575344,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
476,0.021739130434788482,False,False,0.33746409827711416,0.1501334788873554,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.030136986301369868,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1629,0.2608695652173978,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3205479452054795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,0.0,False,False,0.6324217428740484,0.1350246849947626,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.09863013698630137,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1917,0.3695652173913047,False,False,0.4204919061405617,0.1371970425184687,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.9068493150684932,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2205,0.5652173913043512,False,False,0.6334537513953513,0.1543367993446284,True,True,True,False,False,0.015,0.30000000000000004,True,0.0,0.0,0.0,0.0,0.2493150684931507,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1153,0.13043478260869534,False,False,0.5214659351208595,0.33004641805204515,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5068493150684932,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2546,0.8260869565217419,False,False,0.16698822526323234,0.29538159891602017,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.3068493150684932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2187,0.5434782608695699,False,False,0.321066188629874,0.16914205756943926,True,True,True,False,False,0.01,0.1,False,0.0007230657989877079,0.0,0.010589193592180288,0.0,0.7698630136986302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
560,0.021739130434788482,False,False,0.41111656998360585,0.13641952618967385,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.3068493150684932,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1656,0.2608695652173978,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5041095890410959,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2048,0.4565217391304373,False,False,0.58402617135378,0.13176229128388456,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.96986301369863,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2185,0.5434782608695699,False,False,0.5367649942163402,0.2605158136215068,True,False,True,False,False,0.025,0.5,False,0.0,0.0,0.0,0.0,0.6602739726027398,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2457,0.6956521739130466,False,True,0.5187512056847259,0.28166917778720896,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6273972602739726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1316,0.1739130434782652,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.03561643835616438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1360,0.1739130434782652,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4958904109589041,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
787,0.06521739130435122,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.10684931506849314,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1528,0.21739130434782794,False,False,0.3432223695890225,0.15054605237762594,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0001357588922074396,0.0,0.7808219178082192,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
730,0.04347826086956985,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0007230657989877079,0.0,0.0,0.0,0.0684931506849315,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
741,0.04347826086956985,False,True,0.1649822816348951,0.2948796623725973,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2410958904109589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1929,0.3913043478260931,False,False,0.4133069745743839,0.1367107218968543,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4273972602739726,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384,0.0,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6684931506849315,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
755,0.04347826086956985,False,False,0.6323108444143251,0.1350246849947626,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.4191780821917808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2601,0.9130434782608744,False,False,0.3401481268891728,0.2802613885646508,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0,0.0,0.3835616438356165,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2189,0.5434782608695699,False,False,0.5102881896383289,0.2668879382106896,True,True,True,False,True,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8273972602739726,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1424,0.19565217391304654,False,False,0.3432223695890225,0.15054605237762594,True,True,True,False,False,0.01,0.1,False,0.0014461315979754155,0.0,0.0,0.0,0.38904109589041097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2137,0.5217391304347885,False,False,0.40281770413903856,0.3100125851256335,True,True,True,False,False,0.005,0.1,False,0.0,0.0,0.0,0.0,0.9972602739726028,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1840,0.3478260869565233,False,False,0.5204112476725298,0.3298825819875135,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.013698630136986304,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
503,0.021739130434788482,False,False,0.4246445179528988,0.13524852967583245,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.15616438356164386,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
348,0.0,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5671232876712329,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2186,0.5434782608695699,False,False,0.5443347421576676,0.17898445499021035,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.0,0.0,0.7123287671232877,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1633,0.2608695652173978,False,False,0.010669507100936336,0.3486948272219105,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.326027397260274,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1260,0.15217391304348382,False,False,0.4852972921446469,0.31867422655648525,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
527,0.021739130434788482,False,False,0.4254157081459761,0.13419341933957776,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.2219178082191781,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2493,0.7173913043478279,False,False,0.458360572580823,0.2677203325903273,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8794520547945206,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
284,0.0,False,False,0.4246445179528988,0.13524852967583245,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.46301369863013697,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
168,0.0,False,False,0.4477812691520125,0.23791587315659116,True,True,True,False,False,0.01,0.0,False,0.0,0.0,0.0004072766766223188,0.0,0.29863013698630136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2678,0.9782608695652186,False,False,0.3062374772533349,0.19408103813644872,True,True,True,False,False,0.005,0.0,False,0.0,0.0,0.0,0.0,0.5835616438356165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1753,0.3043478260869605,False,False,0.5472906405412254,0.15826356330883773,True,True,True,False,False,0.01,0.2,False,0.0,0.0,0.0,0.0,0.326027397260274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
428,0.0,False,False,0.19700409453839807,0.2949238194413469,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.8219178082191781,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1335,0.1739130434782652,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.1972602739726028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1404,0.19565217391304654,False,False,0.009829618746968529,0.348398956999319,True,True,False,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.1095890410958904,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1704,0.2826086956521792,False,False,0.4852359758358273,0.3201303457078917,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.3589041095890411,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1508,0.21739130434782794,False,False,0.010554747036517044,0.3480934869182489,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5342465753424658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,0.4347826086956559,False,False,0.4443390645947472,0.306963451928817,True,True,True,False,False,0.01,0.1,True,0.0,0.0,0.0,0.0,0.3041095890410959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2749,1.0,False,False,0.4663803148108157,0.2722286100721009,True,True,True,False,True,0.005,0.1,True,0.0,0.0,0.0,0.0,0.7835616438356164,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1275,0.15217391304348382,False,False,0.4226654988832708,0.13468186819585098,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.6876712328767124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228,0.0,False,False,0.44641639457287946,0.3071740901537456,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.35342465753424657,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,0.0,False,False,0.3336861261247884,0.26301907363045474,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.06575342465753424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1662,0.2608695652173978,False,False,0.33030988886984386,0.17399290862330624,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5150684931506849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2043,0.4565217391304373,False,False,0.3645786436704481,0.3001599607772433,True,True,True,False,False,0.01,0.1,False,0.0,0.0,0.0,0.0,0.5863013698630137,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
