,iyear,extended,vicinity,latitude,longitude,crit1,crit2,crit3,suicide,individual,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,propextent,dayn,attacktype1_1,attacktype1_2,attacktype1_3,attacktype1_4,attacktype1_5,attacktype1_6,attacktype1_7,attacktype1_8,attacktype1_9,targtype1_1,targtype1_2,targtype1_3,targtype1_4,targtype1_5,targtype1_6,targtype1_7,targtype1_8,targtype1_9,targtype1_10,targtype1_11,targtype1_12,targtype1_13,targtype1_14,targtype1_15,targtype1_16,targtype1_17,targtype1_18,targtype1_19,targtype1_20,targtype1_21,targtype1_22,claimmode_1,claimmode_2,claimmode_3,claimmode_4,claimmode_5,claimmode_6,claimmode_7,claimmode_8,claimmode_9,claimmode_10
1505,1980,False,False,18.051399,-66.506689,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1506,1980,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1507,1980,False,False,18.445999999999998,-66.38755400000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1508,1980,False,False,18.460791,-66.264884,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1509,1980,False,False,18.201318,-67.145125,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1511,1980,False,False,18.399712,-66.049987,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,203,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1512,1980,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,203,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1517,1980,False,False,37.869885,-122.27053899999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,1.0,0.0,4.0,233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1522,1980,False,False,37.869885,-122.27053899999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,264,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1523,1980,False,False,33.44826,-112.075774,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1524,1980,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1525,1980,False,False,41.768570000000004,-72.520664,True,True,True,False,False,3.0,2.0,False,0.0,0.0,0.0,0.0,3.0,276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1526,1980,False,False,34.100246000000006,-118.45946299999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,1.0,0.0,3.0,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1527,1980,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1528,1980,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,1.0,0.0,4.0,286,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1529,1980,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,5.0,0.0,3.0,286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1532,1980,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,2.0,326,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1533,1980,False,False,34.114453000000005,-118.05951200000001,True,True,True,False,False,2.0,2.0,False,0.0,0.0,0.0,0.0,3.0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1536,1980,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1537,1980,False,False,25.764367,-80.20152900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,365,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1538,1981,False,False,18.011091,-66.614182,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1539,1981,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1540,1981,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1541,1981,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1542,1981,False,True,18.46617,-66.106654,True,True,False,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,2.0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1543,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1544,1981,False,False,37.777125,-122.41964399999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1545,1981,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1548,1981,False,False,34.090771000000004,-118.32666100000002,True,True,True,False,False,1.0,1.0,True,0.0,0.0,0.0,0.0,3.0,53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1549,1981,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1550,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,2.0,0.0,4.0,76,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1551,1981,False,False,41.392682,-73.453592,True,False,True,False,False,3.0,2.0,False,0.0,0.0,1.0,0.0,3.0,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1555,1981,False,False,18.448144,-66.064197,True,False,True,False,False,4.0,1.0,True,0.0,0.0,0.0,0.0,3.0,111,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1556,1981,False,False,38.890370000000004,-77.031959,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,117,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1557,1981,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,121,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1559,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,1.0,0.0,0.0,0.0,3.0,136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1561,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1562,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1564,1981,False,False,44.622265999999996,-123.937354,True,True,True,False,False,2.0,0.0,True,0.0,0.0,0.0,0.0,3.0,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1565,1981,False,False,40.844782,-73.86624599999999,True,False,True,False,False,10.0,8.0,False,1.0,0.0,1.0,0.0,3.0,153,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1566,1981,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1567,1981,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1568,1981,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1569,1981,False,False,33.835848999999996,-118.340629,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1570,1981,False,False,41.66772,-72.782294,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,176,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1571,1981,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1572,1981,False,False,38.986918,-76.942554,True,True,True,False,False,2.0,1.0,False,1.0,0.0,4.0,0.0,3.0,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1574,1981,False,False,38.495160999999996,-109.458945,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1577,1981,False,False,38.890370000000004,-77.031959,True,True,True,False,False,24.0,1.0,False,0.0,0.0,3.0,0.0,3.0,219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1579,1981,False,False,38.952575,-77.036377,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,232,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1580,1981,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,232,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1581,1981,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,232,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1582,1981,False,False,18.42902,-66.01585899999999,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1584,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1585,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1586,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,248,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1587,1981,False,False,25.764367,-80.20152900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,4.0,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1588,1981,False,False,25.764367,-80.20152900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,2.0,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1589,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1593,1981,False,False,42.812259999999995,-73.94102600000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,265,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1595,1981,False,False,34.098085,-118.323729,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,274,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1599,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,298,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1600,1981,False,False,18.46617,-66.106654,True,True,True,False,False,10.0,1.0,False,0.0,0.0,0.0,0.0,4.0,309,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1601,1981,False,False,18.45476,-66.068001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1602,1981,False,False,40.863958000000004,-73.630786,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1603,1981,False,False,34.053490000000004,-118.245319,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1604,1981,False,False,38.880777,-77.108273,True,False,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,327,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1605,1981,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1607,1981,False,False,18.448144,-66.064197,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1608,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1609,1981,False,False,32.397265000000004,-82.061054,True,False,True,False,False,5.0,5.0,False,0.0,0.0,0.0,0.0,3.0,355,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1610,1981,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1611,1982,False,False,32.29869,-90.180489,True,True,True,False,False,2.0,2.0,False,0.0,0.0,0.0,0.0,3.0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1612,1982,False,False,38.702155,-90.148129,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1613,1982,False,False,40.014986,105.270546,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1615,1982,False,False,38.890370000000004,-77.031959,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1616,1982,False,False,25.764367,-80.20152900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1617,1982,False,False,25.764367,-80.20152900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1619,1982,False,False,25.764367,-80.20152900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1621,1982,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1622,1982,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1623,1982,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1624,1982,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1625,1982,False,False,42.36679,-71.10601899999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1626,1982,False,False,44.47592,-73.213234,True,False,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,92,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1627,1982,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,1.0,0.0,8.0,0.0,3.0,95,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1628,1982,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1629,1982,False,False,40.712784,-74.005941,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1630,1982,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,120,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1631,1982,False,False,18.46617,-66.106654,True,True,True,False,False,3.0,1.0,False,0.0,0.0,0.0,0.0,3.0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1632,1982,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,120,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1633,1982,False,False,18.46617,-66.106654,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,120,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1634,1982,False,False,18.357497,-66.111137,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
